neuron_i,session_i,monkey,area,trial,seq_idx,seq_rep_n,seq_pos,elem_id,rwd_trial,prev_elem,average_win_fr,average_win_spkCount,average_win_delta_spkCount
1868,46,walt,frontal,1,4,1,1,A,1,X,2.49376558603491,1,0
1868,46,walt,frontal,1,4,1,2,D,1,A,0,0,-1
1868,46,walt,frontal,1,4,1,3,C,1,D,7.48129675810474,3,2
1868,46,walt,frontal,1,4,1,4,G,1,C,2.49376558603491,1,0
1868,46,walt,frontal,1,4,1,5,F,1,G,0,0,-1
1868,46,walt,frontal,2,7,1,1,A,1,X,0,0,0
1868,46,walt,frontal,2,7,1,2,C,1,A,0,0,0
1868,46,walt,frontal,2,7,1,3,G,1,C,2.49376558603491,1,1
1868,46,walt,frontal,2,7,1,4,F,1,G,0,0,0
1868,46,walt,frontal,2,7,1,5,C,1,F,0,0,0
1868,46,walt,frontal,3,12,1,1,A,1,X,2.49376558603491,1,0
1868,46,walt,frontal,3,12,1,2,F,1,A,0,0,-1
1868,46,walt,frontal,3,12,1,3,C,1,F,0,0,-1
1868,46,walt,frontal,3,12,1,4,G,1,C,0,0,-1
1868,46,walt,frontal,3,12,1,5,C,1,G,0,0,-1
1868,46,walt,frontal,4,13,1,1,A,1,X,2.49376558603491,1,0
1868,46,walt,frontal,4,13,1,2,D,1,A,0,0,-1
1868,46,walt,frontal,4,13,1,3,F,1,D,0,0,-1
1868,46,walt,frontal,4,13,1,4,C,1,F,0,0,-1
1868,46,walt,frontal,4,13,1,5,G,1,C,0,0,-1
1868,46,walt,frontal,5,14,1,1,A,1,X,2.49376558603491,1,0
1868,46,walt,frontal,5,14,1,2,D,1,A,0,0,-1
1868,46,walt,frontal,5,14,1,3,G,1,D,2.49376558603491,1,0
1868,46,walt,frontal,5,14,1,4,F,1,G,0,0,-1
1868,46,walt,frontal,5,14,1,5,C,1,F,1.85779946391215,1,0
1868,46,walt,frontal,6,5,1,1,A,1,X,2.49376558603491,1,0
1868,46,walt,frontal,6,5,1,2,C,1,A,2.49376558603491,1,0
1868,46,walt,frontal,6,5,1,3,F,1,C,2.49376558603491,1,0
1868,46,walt,frontal,6,5,1,4,C,1,F,2.49376558603491,1,0
1868,46,walt,frontal,6,5,1,5,G,1,C,4.98753117206983,2,1
1868,46,walt,frontal,7,11,1,1,A,1,X,2.49376558603491,1,0
1868,46,walt,frontal,7,11,1,2,G,1,A,0,0,-1
1868,46,walt,frontal,7,11,1,3,C,1,G,2.49376558603491,1,0
1868,46,walt,frontal,7,11,1,4,F,1,C,0,0,-1
1868,46,walt,frontal,7,11,1,5,C,1,F,0,0,-1
1868,46,walt,frontal,8,10,1,1,A,1,X,2.49376558603491,1,0
1868,46,walt,frontal,8,10,1,2,C,1,A,0,0,-1
1868,46,walt,frontal,8,10,1,3,D,1,C,0,0,-1
1868,46,walt,frontal,8,10,1,4,F,1,D,2.49376558603491,1,0
1868,46,walt,frontal,8,10,1,5,C,1,F,0,0,-1
1868,46,walt,frontal,9,8,1,1,A,1,X,2.49376558603491,1,0
1868,46,walt,frontal,9,8,1,2,D,1,A,4.98753117206983,2,1
1868,46,walt,frontal,9,8,1,3,C,1,D,13.2680601495501,6,5
1868,46,walt,frontal,9,8,1,4,G,1,C,12.4688279301746,5,4
1868,46,walt,frontal,9,8,1,5,F,1,G,0,0,-1
1868,46,walt,frontal,10,6,1,1,A,1,X,0,0,0
1868,46,walt,frontal,10,6,1,2,D,1,A,4.98753117206983,2,2
1868,46,walt,frontal,10,6,1,3,C,1,D,1.75476154540041,2,2
1868,46,walt,frontal,10,6,1,4,F,1,C,0,0,0
1868,46,walt,frontal,10,6,1,5,C,1,F,0,0,0
1868,46,walt,frontal,11,15,1,1,A,1,X,0,0,0
1868,46,walt,frontal,11,15,1,2,C,1,A,0,0,0
